"Genero","Edad","Efectivo","Online","GastoMedio","G"
"Mujer",59,"Si","No",236.56,"R"
"Hombre",19,"Si","Si",101.89,"V"
"Hombre",65,"Si","Si",179.93,"A"
"Hombre",34,"No","No",192.85,"A"
"Hombre",38,"Si","Si",217.38,"R"
"Hombre",61,"Si","Si",194.37,"A"
"Hombre",66,"Si","Si",182.12,"A"
"Mujer",21,"No","No",122.26,"V"
"Mujer",45,"Si","No",261.13,"R"
"Hombre",29,"No","No",168.39,"A"
"Mujer",61,"No","Si",226.47,"R"
"Hombre",44,"No","No",219.91,"R"
"Hombre",59,"No","No",202.92,"R"
"Hombre",55,"Si","Si",228.64,"R"
"Mujer",59,"Si","Si",234.79,"R"
"Hombre",19,"No","Si",90.33,"M"
"Mujer",51,"Si","Si",261.71,"R"
"Hombre",52,"No","No",236.48,"R"
"Mujer",38,"Si","Si",243.32,"R"
"Hombre",62,"Si","Si",206.57,"R"
"Hombre",34,"Si","No",191.79,"A"
"Mujer",29,"Si","No",196.64,"A"
"Mujer",32,"No","No",218.21,"R"
"Mujer",23,"No","Si",139.13,"V"
"Mujer",38,"Si","Si",247.33,"R"
"Mujer",41,"Si","Si",249.64,"R"
"Hombre",36,"Si","No",190.48,"A"
"Mujer",22,"Si","Si",135.56,"V"
"Hombre",28,"Si","Si",167.1,"A"
"Hombre",47,"Si","Si",230.71,"R"
"Hombre",19,"Si","No",103.29,"V"
"Hombre",65,"Si","No",186.62,"A"
"Hombre",20,"Si","No",96.36,"M"
"Hombre",49,"Si","Si",216.31,"R"
"Hombre",33,"No","Si",195.07,"A"
"Mujer",33,"Si","No",221.44,"R"
"Mujer",60,"Si","No",229.45,"R"
"Mujer",19,"Si","Si",99.78,"M"
"Mujer",47,"Si","Si",263.09,"R"
"Mujer",56,"Si","No",244.69,"R"
"Hombre",44,"No","No",213.41,"R"
"Mujer",40,"No","No",252.6,"R"
"Hombre",25,"No","Si",135.2,"V"
"Hombre",30,"No","Si",171.33,"A"
"Hombre",43,"No","Si",224.93,"R"
"Hombre",42,"No","No",232.74,"R"
"Hombre",66,"Si","No",187.48,"A"
"Hombre",32,"No","Si",197.39,"A"
"Hombre",54,"No","Si",231.86,"R"
"Mujer",53,"No","No",255.11,"R"
"Mujer",30,"No","Si",201.29,"R"
"Mujer",44,"No","Si",258.62,"R"
"Mujer",33,"No","Si",220.07,"R"
"Mujer",39,"No","No",245.77,"R"
"Mujer",63,"No","Si",214.17,"R"
"Hombre",35,"Si","Si",209.53,"R"
"Hombre",37,"No","Si",215.72,"R"
"Mujer",49,"Si","No",261.2,"R"
"Hombre",23,"No","No",121.73,"V"
"Hombre",35,"No","Si",208.36,"R"
"Mujer",22,"No","No",132.55,"V"
"Hombre",58,"Si","Si",205.58,"R"
"Mujer",64,"Si","No",206.64,"R"
"Mujer",25,"No","No",158.94,"A"
"Mujer",64,"No","No",208.09,"R"
"Mujer",24,"Si","Si",150.47,"A"
"Hombre",29,"No","Si",166.88,"A"
"Mujer",18,"Si","Si",87.02,"M"
"Hombre",31,"No","No",179.4,"A"
"Hombre",40,"No","No",210.71,"R"
"Hombre",18,"No","No",99.68,"M"
"Mujer",66,"No","Si",196.36,"A"
"Mujer",35,"Si","Si",226.16,"R"
"Hombre",60,"No","Si",211.39,"R"
"Mujer",33,"Si","Si",220.71,"R"
"Hombre",55,"Si","Si",223.27,"R"
"Hombre",33,"No","Si",187.71,"A"
"Mujer",44,"Si","Si",257.82,"R"
"Mujer",57,"No","Si",241.19,"R"
"Hombre",59,"No","No",210.6,"R"
"Mujer",55,"Si","Si",250.34,"R"
"Mujer",59,"Si","Si",233.24,"R"
"Hombre",68,"No","No",168.98,"A"
"Hombre",44,"No","Si",219.17,"R"
"Mujer",52,"No","No",257.55,"R"
"Mujer",34,"No","Si",223.81,"R"
"Hombre",54,"No","No",230.26,"R"
"Mujer",49,"No","No",260.77,"R"
"Hombre",21,"No","Si",116.11,"V"
"Mujer",22,"No","No",127.34,"V"
"Mujer",68,"No","Si",180.65,"A"
"Mujer",54,"No","Si",253.12,"R"
"Hombre",29,"No","No",171.75,"A"
"Hombre",44,"No","No",220.9,"R"
"Mujer",62,"No","No",221.43,"R"
"Hombre",52,"No","Si",226.04,"R"
"Mujer",64,"No","No",208.29,"R"
"Mujer",37,"Si","Si",238.76,"R"
"Mujer",61,"Si","Si",223.06,"R"
"Mujer",58,"Si","Si",239.12,"R"
"Hombre",70,"No","Si",155.18,"A"
"Mujer",50,"Si","No",261.43,"R"
"Mujer",70,"Si","No",160.6,"A"
"Hombre",25,"Si","Si",160.16,"A"
"Hombre",51,"No","No",215.15,"R"
"Mujer",41,"No","No",253.83,"R"
"Mujer",25,"No","Si",159.7,"A"
"Hombre",67,"Si","No",169.02,"A"
"Hombre",54,"Si","No",218.07,"R"
"Mujer",54,"No","No",255.59,"R"
"Mujer",57,"Si","Si",240.9,"R"
"Mujer",66,"No","No",192.44,"A"
"Hombre",61,"No","Si",211.33,"R"
"Hombre",28,"No","Si",169.32,"A"
"Hombre",61,"No","No",200.15,"R"
"Hombre",18,"Si","No",86.87,"M"
"Mujer",27,"Si","No",179.03,"A"
"Hombre",55,"Si","Si",224.05,"R"
"Mujer",34,"Si","No",223.71,"R"
"Mujer",58,"Si","No",240.37,"R"
"Mujer",57,"No","No",242.51,"R"
"Hombre",29,"No","Si",168.37,"A"
"Hombre",54,"No","Si",222.37,"R"
"Hombre",30,"No","No",177.79,"A"
"Mujer",60,"Si","No",231.3,"R"
"Mujer",48,"Si","No",262.18,"R"
"Hombre",19,"Si","No",96.87,"M"
"Mujer",55,"Si","Si",251.85,"R"
"Hombre",70,"Si","Si",146.65,"V"
"Mujer",47,"No","Si",262.2,"R"
"Mujer",58,"Si","No",239.91,"R"
"Mujer",68,"Si","No",177.19,"A"
"Hombre",61,"No","No",188.93,"A"
"Hombre",19,"Si","Si",102.42,"V"
"Mujer",36,"No","No",233.25,"R"
"Hombre",20,"Si","Si",105.49,"V"
"Mujer",40,"Si","Si",251.39,"R"
"Hombre",32,"No","Si",190.6,"A"
"Hombre",31,"No","No",185.07,"A"
"Mujer",31,"No","Si",205,"R"
"Mujer",64,"No","Si",202.56,"R"
"Mujer",69,"Si","No",169.08,"A"
"Hombre",31,"Si","Si",172.07,"A"
"Hombre",43,"No","Si",221.61,"R"
"Mujer",40,"No","No",252.28,"R"
"Mujer",40,"Si","No",250.44,"R"
"Hombre",25,"No","No",137.78,"V"
"Mujer",52,"Si","No",257.38,"R"
"Hombre",70,"No","No",156.33,"A"
"Mujer",41,"Si","No",251.22,"R"
"Mujer",63,"Si","Si",213.32,"R"
"Mujer",32,"Si","Si",212.95,"R"
"Mujer",66,"Si","Si",195.43,"A"
"Mujer",53,"Si","No",256.56,"R"
"Hombre",40,"Si","Si",210.22,"R"
"Mujer",46,"Si","No",265.32,"R"
"Mujer",68,"No","Si",179.21,"A"
"Hombre",61,"Si","No",212.78,"R"
"Mujer",35,"Si","Si",230.2,"R"
"Hombre",25,"No","Si",145.21,"V"
"Mujer",19,"No","No",98.04,"M"
"Hombre",42,"No","No",220.41,"R"
"Hombre",27,"No","Si",161.65,"A"
"Mujer",41,"Si","Si",252.94,"R"
"Hombre",54,"Si","Si",220.42,"R"
"Hombre",27,"Si","Si",156.21,"A"
"Hombre",55,"Si","Si",216.3,"R"
"Mujer",20,"Si","Si",109.59,"V"
"Hombre",47,"Si","Si",227.39,"R"
"Mujer",64,"Si","Si",206.18,"R"
"Mujer",48,"Si","Si",261.1,"R"
"Mujer",66,"Si","Si",193.89,"A"
"Mujer",49,"Si","Si",263.13,"R"
"Hombre",56,"No","Si",225.96,"R"
"Mujer",54,"Si","Si",251.88,"R"
"Mujer",22,"No","No",132.11,"V"
"Hombre",58,"No","No",213.08,"R"
"Hombre",20,"Si","Si",109.41,"V"
"Hombre",29,"Si","No",164.25,"A"
"Mujer",45,"No","Si",257.46,"R"
"Mujer",30,"No","Si",200.57,"R"
"Mujer",23,"Si","Si",141.56,"V"
"Mujer",34,"Si","Si",223.26,"R"
"Hombre",33,"No","Si",193.37,"A"
"Hombre",56,"No","Si",233.31,"R"
"Hombre",22,"No","No",110.91,"V"
"Hombre",24,"Si","Si",150.05,"A"
"Mujer",35,"Si","Si",228.4,"R"
"Hombre",69,"Si","No",168.39,"A"
"Mujer",21,"Si","Si",123.69,"V"
"Hombre",27,"Si","No",155.21,"A"
"Hombre",30,"No","Si",187.62,"A"
"Mujer",49,"Si","No",267.6,"R"
"Hombre",46,"No","No",231.43,"R"
"Mujer",50,"No","Si",260.77,"R"
"Hombre",32,"No","Si",192.71,"A"
"Mujer",39,"Si","Si",245.72,"R"
"Mujer",43,"Si","Si",258.98,"R"
"Mujer",28,"No","No",187.68,"A"
"Mujer",51,"Si","Si",257.93,"R"
"Hombre",52,"Si","No",231.11,"R"
"Mujer",33,"No","Si",219,"R"
"Mujer",47,"No","Si",260.63,"R"
"Mujer",37,"Si","No",235.97,"R"
"Mujer",37,"No","Si",238.75,"R"
"Mujer",24,"No","No",150.04,"A"
"Hombre",54,"No","No",218.74,"R"
"Hombre",68,"Si","Si",170.75,"A"
"Hombre",43,"Si","Si",221.9,"R"
"Mujer",53,"No","No",249.92,"R"
"Mujer",60,"No","No",225.1,"R"
"Hombre",50,"Si","Si",225.07,"R"
"Hombre",60,"Si","Si",191.71,"A"
"Mujer",40,"Si","Si",252.35,"R"
"Mujer",64,"Si","Si",204.92,"R"
"Hombre",70,"No","No",151,"A"
"Hombre",35,"Si","Si",208.04,"R"
"Hombre",63,"No","Si",199.26,"A"
"Mujer",22,"Si","No",133.07,"V"
"Hombre",65,"No","No",171.41,"A"
"Hombre",50,"Si","Si",232.71,"R"
"Mujer",62,"Si","Si",219.27,"R"
"Hombre",70,"No","No",157.39,"A"
"Mujer",60,"Si","No",230.46,"R"
"Hombre",63,"No","No",205.29,"R"
"Mujer",18,"Si","Si",86.44,"M"
"Mujer",18,"No","No",87.66,"M"
"Hombre",40,"Si","Si",210.93,"R"
"Hombre",29,"No","Si",178.82,"A"
"Hombre",38,"No","Si",225,"R"
"Hombre",46,"No","Si",214.52,"R"
"Mujer",61,"Si","No",226.02,"R"
"Mujer",52,"Si","No",258.97,"R"
"Hombre",35,"No","Si",203.93,"R"
"Hombre",65,"No","Si",182.46,"A"
"Mujer",20,"Si","No",112.03,"V"
"Hombre",60,"No","No",203.3,"R"
"Hombre",51,"Si","No",225.05,"R"
"Hombre",36,"Si","No",192.85,"A"
"Mujer",28,"Si","Si",183.56,"A"
"Mujer",39,"Si","No",247.52,"R"
"Hombre",22,"Si","No",124.78,"V"
"Mujer",68,"No","No",175.88,"A"
"Hombre",18,"Si","No",89.43,"M"
"Hombre",51,"No","No",225.61,"R"
"Hombre",40,"Si","Si",220.57,"R"
"Mujer",65,"No","No",200.95,"R"
"Mujer",24,"Si","No",151.1,"A"
"Mujer",22,"No","Si",132.61,"V"
"Hombre",35,"No","No",210.16,"R"
"Mujer",28,"No","No",183.35,"A"
"Mujer",43,"Si","Si",261.08,"R"
"Mujer",35,"No","Si",225.93,"R"
"Mujer",37,"No","No",242.23,"R"
"Mujer",55,"Si","No",248.69,"R"
"Hombre",24,"No","No",127.36,"V"
"Hombre",45,"No","Si",223.17,"R"
"Hombre",38,"No","No",199.07,"A"
"Mujer",18,"No","Si",83.68,"M"
"Hombre",28,"Si","No",172.55,"A"
"Mujer",29,"Si","No",193.01,"A"
"Hombre",18,"No","Si",82.84,"M"
"Mujer",34,"No","Si",222.2,"R"
"Mujer",69,"Si","Si",167.23,"A"
"Hombre",66,"Si","Si",189.95,"A"
"Mujer",56,"Si","No",246.88,"R"
"Hombre",36,"No","Si",207.28,"R"
"Hombre",68,"Si","Si",164.69,"A"
"Hombre",58,"No","No",226.27,"R"
"Hombre",42,"No","No",236.39,"R"
"Hombre",55,"No","No",220.55,"R"
"Mujer",61,"Si","Si",227.54,"R"
"Mujer",29,"No","No",197.99,"A"
"Mujer",41,"No","Si",253.08,"R"
"Mujer",62,"No","Si",218.96,"R"
"Hombre",50,"No","Si",212.29,"R"
"Hombre",27,"Si","No",146.04,"V"
"Mujer",34,"Si","Si",226.43,"R"
"Mujer",40,"No","Si",248.37,"R"
"Mujer",67,"Si","Si",186.49,"A"
"Mujer",42,"Si","Si",257.89,"R"
"Hombre",28,"No","No",171.65,"A"
"Mujer",70,"Si","Si",158.82,"A"
"Hombre",33,"Si","Si",197.11,"A"
"Mujer",35,"Si","No",231.22,"R"
"Hombre",23,"No","Si",142.35,"V"
"Mujer",55,"Si","Si",249.01,"R"
"Hombre",65,"Si","Si",175.59,"A"
"Mujer",31,"Si","Si",206.9,"R"
"Mujer",53,"Si","No",253.51,"R"
"Hombre",58,"Si","Si",208.23,"R"
"Mujer",60,"Si","Si",232.81,"R"
"Hombre",46,"Si","Si",234.62,"R"
"Mujer",52,"Si","No",258.87,"R"
"Mujer",70,"Si","Si",160.82,"A"
"Hombre",67,"No","No",177.33,"A"
"Mujer",30,"Si","Si",197,"A"
"Mujer",68,"No","Si",177.42,"A"
"Hombre",48,"Si","Si",223.56,"R"
"Mujer",37,"No","No",237.14,"R"
"Hombre",66,"No","Si",189.69,"A"
"Mujer",38,"Si","No",240.57,"R"
"Mujer",21,"No","No",118.86,"V"
"Mujer",25,"Si","Si",161.41,"A"
"Hombre",20,"Si","Si",108.41,"V"
"Hombre",68,"No","No",163.46,"A"
"Hombre",56,"No","Si",218.36,"R"
"Mujer",57,"Si","Si",241.16,"R"
"Hombre",23,"No","Si",117.06,"V"
"Hombre",43,"No","Si",230.02,"R"
"Mujer",24,"Si","Si",151.62,"A"
"Mujer",24,"No","Si",152.57,"A"
"Mujer",22,"Si","Si",128.76,"V"
"Mujer",46,"Si","Si",262.98,"R"
"Mujer",67,"Si","Si",186.74,"A"
"Mujer",57,"Si","No",242.33,"R"
"Hombre",43,"No","Si",224.11,"R"
"Hombre",33,"No","No",190.02,"A"
"Mujer",62,"Si","Si",215.71,"R"
"Hombre",62,"Si","Si",194.61,"A"
"Hombre",55,"No","Si",223.18,"R"
"Hombre",21,"Si","Si",115.74,"V"
"Hombre",46,"No","Si",234.77,"R"
"Mujer",23,"No","No",137.64,"V"
"Hombre",45,"Si","Si",233.54,"R"
"Mujer",55,"Si","Si",249.85,"R"
"Mujer",20,"Si","No",113.14,"V"
"Mujer",68,"No","Si",175.56,"A"
"Hombre",61,"No","Si",195.62,"A"
"Hombre",38,"No","No",213.6,"R"
"Mujer",44,"Si","No",259.2,"R"
"Hombre",54,"Si","No",227.94,"R"
"Hombre",50,"No","Si",241.46,"R"
"Hombre",67,"No","Si",175.9,"A"
"Mujer",46,"Si","Si",261.55,"R"
"Mujer",18,"Si","Si",85.64,"M"
"Hombre",61,"Si","No",202.84,"R"
"Hombre",29,"Si","Si",172.74,"A"
"Mujer",51,"No","No",259.65,"R"
"Mujer",40,"Si","Si",250.41,"R"
"Mujer",65,"Si","No",202.5,"R"
"Hombre",20,"No","Si",90.43,"M"
"Mujer",25,"Si","No",162.21,"A"
"Mujer",57,"Si","Si",242.8,"R"
"Mujer",47,"Si","No",263.06,"R"
"Hombre",57,"No","Si",204.06,"R"
"Hombre",39,"Si","No",226.01,"R"
"Hombre",49,"No","No",222.38,"R"
"Hombre",58,"No","No",221.97,"R"
"Mujer",65,"Si","No",198.82,"A"
"Mujer",22,"Si","Si",131.86,"V"
"Mujer",68,"No","No",176.2,"A"
"Mujer",60,"Si","No",236.7,"R"
"Mujer",25,"Si","No",157.61,"A"
"Mujer",57,"Si","Si",242.01,"R"
"Mujer",44,"Si","No",260.79,"R"
"Mujer",20,"No","Si",107.98,"V"
"Mujer",30,"Si","Si",199.42,"A"
"Mujer",60,"Si","Si",233.08,"R"
"Hombre",23,"No","No",135.2,"V"
"Hombre",62,"No","No",203.86,"R"
"Mujer",36,"Si","No",237.35,"R"
"Mujer",46,"Si","No",261.57,"R"
"Hombre",24,"No","No",142.13,"V"
"Mujer",46,"No","Si",264.38,"R"
"Mujer",24,"No","Si",151.28,"A"
"Mujer",44,"No","Si",258.27,"R"
"Hombre",33,"No","No",197.89,"A"
"Hombre",43,"No","No",215.53,"R"
"Hombre",34,"No","No",209.7,"R"
"Hombre",21,"Si","Si",112.41,"V"
"Mujer",37,"Si","Si",241.75,"R"
"Mujer",19,"No","No",96.24,"M"
"Hombre",59,"Si","No",205.64,"R"
"Mujer",67,"No","Si",185.25,"A"
"Mujer",54,"No","No",254.06,"R"
"Hombre",37,"No","Si",212.03,"R"
"Mujer",34,"Si","No",220.33,"R"
"Hombre",25,"No","No",133.52,"V"
"Hombre",62,"No","No",192.1,"A"
"Hombre",65,"Si","Si",191.9,"A"
"Mujer",57,"No","Si",244.55,"R"
"Hombre",44,"No","Si",230.59,"R"
"Mujer",61,"No","Si",222.86,"R"
"Mujer",59,"Si","Si",235.41,"R"
"Hombre",63,"No","Si",183.19,"A"
"Mujer",62,"No","No",219.96,"R"
"Hombre",27,"No","No",160.59,"A"
"Mujer",31,"Si","Si",209.99,"R"
"Hombre",20,"Si","Si",117.5,"V"
"Hombre",60,"No","No",206.11,"R"
"Mujer",44,"No","No",259.38,"R"
"Mujer",68,"Si","Si",176.87,"A"
"Hombre",38,"No","No",213.76,"R"
"Hombre",57,"No","Si",219.06,"R"
"Mujer",41,"Si","No",251.79,"R"
"Hombre",30,"Si","Si",167.78,"A"
"Mujer",41,"Si","No",252.28,"R"
"Hombre",31,"No","Si",165.82,"A"
"Hombre",47,"No","No",219.63,"R"
"Hombre",67,"Si","Si",183.18,"A"
"Mujer",49,"No","Si",258.49,"R"
"Hombre",24,"Si","Si",136.54,"V"
"Hombre",50,"No","Si",221.32,"R"
"Mujer",67,"Si","Si",185.04,"A"
"Hombre",69,"No","No",151.28,"A"
"Hombre",49,"Si","No",226.65,"R"
"Mujer",50,"Si","Si",258.62,"R"
"Mujer",53,"Si","No",254.99,"R"
"Hombre",53,"Si","Si",225.6,"R"
"Hombre",54,"No","No",220.78,"R"
"Hombre",44,"Si","Si",222.14,"R"
"Hombre",48,"Si","No",226.57,"R"
"Hombre",66,"Si","No",179.69,"A"
"Mujer",26,"Si","Si",169,"A"
"Mujer",56,"Si","No",249.15,"R"
"Mujer",32,"Si","Si",211.54,"R"
"Hombre",66,"Si","Si",170,"A"
"Hombre",30,"Si","Si",176.04,"A"
"Hombre",68,"Si","Si",171.26,"A"
"Mujer",34,"Si","Si",227.13,"R"
"Hombre",70,"Si","Si",156.85,"A"
"Mujer",49,"Si","No",261.02,"R"
"Mujer",59,"Si","Si",233.4,"R"
"Mujer",62,"Si","Si",222.49,"R"
"Hombre",55,"Si","Si",217.23,"R"
"Mujer",63,"No","No",212.47,"R"
"Hombre",34,"Si","No",194.12,"A"
"Hombre",21,"Si","No",109.13,"V"
"Mujer",38,"No","Si",241.47,"R"
"Mujer",33,"Si","No",219.13,"R"
"Mujer",19,"Si","Si",94.29,"M"
"Hombre",29,"Si","Si",169.98,"A"
"Hombre",30,"Si","Si",180.51,"A"
"Hombre",20,"Si","Si",103.62,"V"
"Mujer",55,"No","Si",248.73,"R"
"Mujer",29,"No","Si",192.88,"A"
"Hombre",46,"Si","Si",222.45,"R"
"Hombre",28,"No","No",167.96,"A"
"Mujer",43,"Si","Si",260.24,"R"
"Hombre",52,"Si","No",230.75,"R"
"Hombre",53,"No","No",219.35,"R"
"Mujer",56,"No","Si",246.76,"R"
"Mujer",37,"Si","Si",237.95,"R"
"Mujer",21,"Si","Si",122.44,"V"
"Mujer",51,"No","Si",258.32,"R"
"Hombre",45,"No","No",219.53,"R"
"Hombre",28,"Si","No",175.46,"A"
"Mujer",25,"No","No",157.18,"A"
"Mujer",39,"No","No",247.04,"R"
"Mujer",36,"Si","Si",234.32,"R"
"Hombre",69,"Si","No",174.11,"A"
"Mujer",27,"Si","Si",177.86,"A"
"Mujer",62,"Si","Si",221.08,"R"
"Hombre",53,"Si","Si",234.99,"R"
"Hombre",31,"Si","Si",179.92,"A"
"Hombre",53,"Si","Si",229.23,"R"
"Mujer",32,"Si","No",209.98,"R"
"Hombre",62,"No","No",198.23,"A"
"Hombre",66,"No","No",181.51,"A"
"Hombre",63,"Si","Si",188.71,"A"
"Hombre",43,"No","Si",224.33,"R"
"Hombre",69,"Si","Si",168.42,"A"
"Mujer",19,"No","Si",97.77,"M"
"Hombre",28,"Si","No",154.49,"A"
"Mujer",65,"Si","Si",203.78,"R"
"Hombre",30,"Si","No",180.53,"A"
"Mujer",22,"No","No",129.4,"V"
"Mujer",57,"Si","Si",242.94,"R"
"Mujer",67,"Si","Si",190.65,"A"
"Mujer",67,"No","No",188.55,"A"
"Hombre",26,"No","No",153.1,"A"
"Mujer",24,"No","No",154.11,"A"
"Hombre",60,"No","No",201.85,"R"
"Mujer",18,"No","No",87.93,"M"
"Mujer",19,"Si","No",97.37,"M"
"Mujer",34,"Si","No",220.98,"R"
"Mujer",34,"No","No",222.96,"R"
"Mujer",65,"Si","Si",204.84,"R"
"Mujer",38,"No","Si",240.38,"R"
"Hombre",69,"Si","Si",170.56,"A"
"Hombre",36,"No","No",226.22,"R"
"Hombre",64,"Si","Si",191.37,"A"
"Hombre",66,"Si","Si",181.67,"A"
"Hombre",24,"No","Si",145.06,"V"
"Hombre",38,"Si","Si",199.02,"A"
"Hombre",36,"Si","No",199.86,"A"
"Hombre",70,"Si","Si",161.89,"A"
"Mujer",24,"Si","Si",149.56,"V"
"Hombre",43,"No","Si",232.74,"R"
"Hombre",67,"Si","Si",182.83,"A"
"Hombre",48,"No","No",230.58,"R"
"Hombre",25,"Si","No",136,"V"
"Mujer",26,"Si","Si",166.17,"A"
"Mujer",50,"No","No",258.87,"R"
"Hombre",60,"No","Si",216.24,"R"
"Hombre",23,"Si","Si",135.52,"V"
"Mujer",45,"Si","No",259.81,"R"
"Hombre",70,"No","Si",144.74,"V"
"Mujer",33,"No","Si",220.27,"R"
"Hombre",44,"No","No",212,"R"
"Mujer",47,"Si","Si",263.67,"R"
"Mujer",27,"Si","No",177.81,"A"
"Mujer",65,"Si","Si",203.1,"R"
"Mujer",23,"Si","Si",140.61,"V"
"Mujer",34,"Si","Si",228.28,"R"
"Hombre",52,"No","No",241.53,"R"
"Hombre",41,"No","Si",215.8,"R"
"Hombre",32,"No","Si",186.84,"A"
"Hombre",70,"Si","Si",158.57,"A"
"Hombre",52,"No","Si",221.2,"R"
"Hombre",34,"Si","Si",203.55,"R"
"Hombre",50,"No","No",239.16,"R"
"Mujer",51,"No","Si",260.11,"R"
"Hombre",69,"No","No",158.75,"A"
"Hombre",39,"Si","Si",213.31,"R"
"Hombre",37,"Si","Si",210.01,"R"
"Hombre",49,"No","No",228.67,"R"
"Mujer",33,"Si","Si",218.36,"R"
"Mujer",26,"Si","Si",168.72,"A"
"Mujer",23,"No","No",138.85,"V"
"Mujer",35,"No","Si",233.16,"R"
"Mujer",18,"Si","No",86.68,"M"
"Hombre",33,"No","Si",196.68,"A"
"Hombre",45,"No","No",230.19,"R"
"Mujer",41,"Si","Si",248.73,"R"
"Mujer",34,"No","No",226.73,"R"
"Hombre",26,"No","No",148.73,"V"
"Mujer",66,"Si","Si",193.32,"A"
"Mujer",20,"No","No",108.88,"V"
"Hombre",46,"No","Si",217.79,"R"
"Hombre",47,"No","Si",226.9,"R"
"Mujer",31,"Si","Si",200.73,"R"
"Mujer",50,"No","No",261.95,"R"
"Hombre",58,"No","No",219.68,"R"
"Hombre",37,"No","No",207.5,"R"
"Hombre",31,"No","Si",164.54,"A"
"Hombre",69,"Si","Si",160.75,"A"
"Hombre",56,"Si","Si",214.77,"R"
"Mujer",35,"Si","Si",228.9,"R"
"Hombre",31,"No","Si",179.4,"A"
"Hombre",41,"Si","Si",216,"R"
"Hombre",63,"Si","Si",185.94,"A"
"Hombre",22,"Si","No",140.04,"V"
"Hombre",32,"No","Si",187.77,"A"
"Mujer",57,"Si","Si",242.11,"R"
"Mujer",22,"No","No",130.27,"V"
"Mujer",32,"Si","No",210.92,"R"
"Mujer",25,"No","Si",159.81,"A"
"Mujer",57,"Si","Si",240.91,"R"
"Hombre",21,"No","No",127.58,"V"
"Hombre",29,"Si","Si",166.9,"A"
"Mujer",49,"Si","Si",260.7,"R"
"Mujer",21,"No","No",122.24,"V"
"Hombre",33,"Si","No",183.79,"A"
"Hombre",27,"No","Si",163.46,"A"
"Hombre",19,"No","No",94.22,"M"
"Hombre",46,"Si","Si",236.71,"R"
"Mujer",26,"Si","Si",168.79,"A"
"Hombre",28,"No","Si",166.89,"A"
"Mujer",18,"Si","Si",84.85,"M"
"Hombre",43,"Si","Si",236.56,"R"
"Mujer",27,"Si","Si",174.87,"A"
"Mujer",64,"Si","Si",207.44,"R"
"Hombre",37,"Si","Si",200.42,"R"
"Mujer",25,"Si","No",157.21,"A"
"Mujer",42,"No","No",255.82,"R"
"Hombre",28,"Si","No",169.52,"A"
"Hombre",18,"No","No",83.75,"M"
"Hombre",28,"No","No",163.89,"A"
"Mujer",39,"Si","No",247.66,"R"
"Mujer",63,"Si","Si",216.11,"R"
"Hombre",48,"No","No",223.93,"R"
"Mujer",59,"Si","Si",233.16,"R"
"Mujer",56,"No","Si",246.45,"R"
"Hombre",54,"No","No",221.19,"R"
"Mujer",46,"No","Si",260.49,"R"
"Mujer",36,"No","No",232.41,"R"
"Mujer",66,"Si","Si",189.9,"A"
"Hombre",19,"Si","Si",85.42,"M"
"Hombre",35,"Si","No",206.38,"R"
"Mujer",25,"Si","Si",162.78,"A"
"Mujer",59,"Si","Si",235.59,"R"
"Mujer",55,"Si","No",247.38,"R"
"Mujer",21,"No","No",120.32,"V"
"Mujer",63,"No","No",216.63,"R"
"Mujer",47,"Si","Si",263.45,"R"
"Hombre",50,"No","Si",233.84,"R"
"Mujer",45,"Si","Si",261.98,"R"
"Mujer",58,"Si","Si",243.23,"R"
"Hombre",64,"No","Si",194.86,"A"
"Hombre",36,"No","No",195.66,"A"
"Mujer",46,"Si","No",261.13,"R"
"Hombre",47,"Si","No",224,"R"
"Hombre",35,"Si","Si",186.9,"A"
"Hombre",68,"No","No",179.2,"A"
"Hombre",20,"No","No",101.29,"V"
"Hombre",42,"Si","Si",230.88,"R"
"Mujer",47,"No","No",261.98,"R"
"Mujer",54,"Si","Si",253.25,"R"
"Mujer",63,"Si","No",214.04,"R"
"Mujer",42,"Si","No",254.19,"R"
"Hombre",57,"No","No",217.63,"R"
"Mujer",19,"No","No",98.61,"M"
"Mujer",49,"Si","Si",256.39,"R"
"Hombre",29,"Si","Si",168.27,"A"
"Mujer",39,"No","Si",244.64,"R"
"Mujer",66,"No","Si",195.4,"A"
"Mujer",50,"Si","Si",261.3,"R"
"Hombre",36,"Si","Si",195.63,"A"
"Mujer",20,"Si","Si",108.37,"V"
"Hombre",31,"Si","Si",182.32,"A"
"Hombre",41,"No","No",225.57,"R"
"Mujer",34,"Si","Si",226.13,"R"
"Mujer",66,"No","No",191.14,"A"
"Mujer",23,"No","No",141.64,"V"
"Mujer",64,"Si","No",205.34,"R"
"Hombre",70,"Si","Si",149.68,"V"
"Mujer",41,"Si","Si",253.07,"R"
"Mujer",47,"Si","No",261.93,"R"
"Hombre",40,"Si","No",236.94,"R"
"Mujer",57,"Si","Si",243.73,"R"
"Hombre",48,"Si","Si",241.45,"R"
"Hombre",31,"Si","Si",158.53,"A"
"Mujer",33,"Si","Si",219.69,"R"
"Mujer",67,"Si","No",183.21,"A"
"Hombre",62,"No","No",196.94,"A"
"Hombre",49,"Si","Si",207.96,"R"
"Mujer",36,"No","No",236.35,"R"
"Mujer",24,"No","No",150.3,"A"
"Mujer",19,"Si","Si",95.07,"M"
"Hombre",47,"No","Si",212.36,"R"
