Género;Edad;¿Paga en efectivo?;¿Compra on-line?;Gasto medio mensual
Mujer;67;Si;Si;190,65
Mujer;67;No;No;188,55
Hombre;26;No;No;153,1
Mujer;24;No;No;154,11
Hombre;60;No;No;201,85
Mujer;18;No;No;87,93
Mujer;19;Si;No;97,37
Mujer;34;Si;No;220,98
Mujer;34;No;No;222,96
Mujer;65;Si;Si;204,84
Mujer;38;No;Si;240,38
Hombre;69;Si;Si;170,56
Hombre;36;No;No;226,22
Hombre;64;Si;Si;191,37
Hombre;66;Si;Si;181,67
Hombre;24;No;Si;145,06
Hombre;38;Si;Si;199,02
Hombre;36;Si;No;199,86
Hombre;70;Si;Si;161,89
Mujer;24;Si;Si;149,56
Hombre;43;No;Si;232,74
Hombre;67;Si;Si;182,83
Hombre;48;No;No;230,58
Hombre;25;Si;No;136
Mujer;26;Si;Si;166,17
Mujer;50;No;No;258,87
Hombre;60;No;Si;216,24
Hombre;23;Si;Si;135,52
Mujer;45;Si;No;259,81
Hombre;70;No;Si;144,74
Mujer;33;No;Si;220,27
Hombre;44;No;No;212
Mujer;47;Si;Si;263,67
Mujer;27;Si;No;177,81
Mujer;65;Si;Si;203,1
Mujer;23;Si;Si;140,61
Mujer;34;Si;Si;228,28
Hombre;52;No;No;241,53
Hombre;41;No;Si;215,8
Hombre;32;No;Si;186,84
Hombre;70;Si;Si;158,57
Hombre;52;No;Si;221,2
Hombre;34;Si;Si;203,55
Hombre;50;No;No;239,16
Mujer;51;No;Si;260,11
Hombre;69;No;No;158,75
Hombre;39;Si;Si;213,31
Hombre;37;Si;Si;210,01
Hombre;49;No;No;228,67
Mujer;33;Si;Si;218,36
Mujer;26;Si;Si;168,72
Mujer;23;No;No;138,85
Mujer;35;No;Si;233,16
Mujer;18;Si;No;86,68
Hombre;33;No;Si;196,68
Hombre;45;No;No;230,19
Mujer;41;Si;Si;248,73
Mujer;34;No;No;226,73
Hombre;26;No;No;148,73
Mujer;66;Si;Si;193,32
Mujer;20;No;No;108,88
Hombre;46;No;Si;217,79
Hombre;47;No;Si;226,9
Mujer;31;Si;Si;200,73
Mujer;50;No;No;261,95
Hombre;58;No;No;219,68
Hombre;37;No;No;207,5
Hombre;31;No;Si;164,54
Hombre;69;Si;Si;160,75
Hombre;56;Si;Si;214,77
Mujer;35;Si;Si;228,9
Hombre;31;No;Si;179,4
Hombre;41;Si;Si;216
Hombre;63;Si;Si;185,94
Hombre;22;Si;No;140,04
Hombre;32;No;Si;187,77
Mujer;57;Si;Si;242,11
Mujer;22;No;No;130,27
Mujer;32;Si;No;210,92
Mujer;25;No;Si;159,81
Mujer;57;Si;Si;240,91
Hombre;21;No;No;127,58
Hombre;29;Si;Si;166,9
Mujer;49;Si;Si;260,7
Mujer;21;No;No;122,24
Hombre;33;Si;No;183,79
Hombre;27;No;Si;163,46
Hombre;19;No;No;94,22
Hombre;46;Si;Si;236,71
Mujer;26;Si;Si;168,79
Hombre;28;No;Si;166,89
Mujer;18;Si;Si;84,85
Hombre;43;Si;Si;236,56
Mujer;27;Si;Si;174,87
Mujer;64;Si;Si;207,44
Hombre;37;Si;Si;200,42
Mujer;25;Si;No;157,21
Mujer;42;No;No;255,82
Hombre;28;Si;No;169,52
Hombre;18;No;No;83,75
Hombre;28;No;No;163,89
Mujer;39;Si;No;247,66
Mujer;63;Si;Si;216,11
Hombre;48;No;No;223,93
Mujer;59;Si;Si;233,16
Mujer;56;No;Si;246,45
Hombre;54;No;No;221,19
Mujer;46;No;Si;260,49
Mujer;36;No;No;232,41
Mujer;66;Si;Si;189,9
Hombre;19;Si;Si;85,42
Hombre;35;Si;No;206,38
Mujer;25;Si;Si;162,78
Mujer;59;Si;Si;235,59
Mujer;55;Si;No;247,38
Mujer;21;No;No;120,32
Mujer;63;No;No;216,63
Mujer;47;Si;Si;263,45
Hombre;50;No;Si;233,84
Mujer;45;Si;Si;261,98
Mujer;58;Si;Si;243,23
Hombre;64;No;Si;194,86
Hombre;36;No;No;195,66
Mujer;46;Si;No;261,13
Hombre;47;Si;No;224
Hombre;35;Si;Si;186,9
Hombre;68;No;No;179,2
Hombre;20;No;No;101,29
Hombre;42;Si;Si;230,88
Mujer;47;No;No;261,98
Mujer;54;Si;Si;253,25
Mujer;63;Si;No;214,04
Mujer;42;Si;No;254,19
Hombre;57;No;No;217,63
Mujer;19;No;No;98,61
Mujer;49;Si;Si;256,39
Hombre;29;Si;Si;168,27
Mujer;39;No;Si;244,64
Mujer;66;No;Si;195,4
Mujer;50;Si;Si;261,3
Hombre;36;Si;Si;195,63
Mujer;20;Si;Si;108,37
Hombre;31;Si;Si;182,32
Hombre;41;No;No;225,57
Mujer;34;Si;Si;226,13
Mujer;66;No;No;191,14
Mujer;23;No;No;141,64
Mujer;64;Si;No;205,34
Hombre;70;Si;Si;149,68
Mujer;41;Si;Si;253,07
Mujer;47;Si;No;261,93
Hombre;40;Si;No;236,94
Mujer;57;Si;Si;243,73
Hombre;48;Si;Si;241,45
Hombre;31;Si;Si;158,53
Mujer;33;Si;Si;219,69
Mujer;67;Si;No;183,21
Hombre;62;No;No;196,94
Hombre;49;Si;Si;207,96
Mujer;36;No;No;236,35
Mujer;24;No;No;150,3
Mujer;19;Si;Si;95,07
Hombre;47;No;Si;212,36
Hombre;47;Si;Si;223,04
Hombre;23;No;No;133,5
Mujer;53;Si;No;254,32
Mujer;65;No;No;202,25
Hombre;26;No;No;152,63
Hombre;49;No;No;221,75
Hombre;49;Si;Si;231,43
Mujer;70;Si;Si;158,6
Mujer;26;No;No;170,75
Hombre;56;Si;No;220,24
Hombre;27;Si;No;172,79
Mujer;35;Si;No;226,91
Hombre;30;No;Si;176,58
Hombre;67;No;No;176,13
Hombre;57;Si;No;205,45
Hombre;55;Si;Si;220,85
Hombre;52;Si;Si;215,34
Hombre;34;Si;Si;194,72
Mujer;24;Si;No;158,98
Hombre;70;No;Si;159,01
Mujer;34;Si;No;227,13
Hombre;52;No;No;206,6
Mujer;24;Si;Si;149,79
Hombre;55;No;No;229,45
Mujer;69;Si;Si;166,92
Hombre;64;No;Si;181,85
Hombre;48;No;Si;228,58
Hombre;48;No;No;223,14
Mujer;58;Si;Si;237,55
Mujer;18;No;Si;81,76
Hombre;58;Si;Si;200,58
Hombre;65;Si;No;186,74
Mujer;32;Si;No;214,29
Hombre;31;Si;Si;179,84
Hombre;23;No;Si;139,86
Mujer;53;Si;Si;254,8
Mujer;63;No;No;210,85
Hombre;38;No;No;214,96
Hombre;19;No;Si;91,88
Mujer;39;Si;Si;246,84
Mujer;60;Si;No;230,81
Hombre;60;No;Si;215,29
Mujer;26;No;Si;172,9
Mujer;25;No;Si;161,12
Hombre;69;No;No;164,44
Mujer;41;No;Si;255,32
Hombre;49;Si;No;233,38
Mujer;27;Si;No;178,99
Hombre;32;Si;No;178,27
Hombre;62;Si;Si;196,47
Mujer;57;Si;Si;247,89
Hombre;24;Si;Si;140,97
Hombre;68;Si;Si;164,02
Mujer;25;No;Si;159,89
Hombre;66;No;Si;175,02
Hombre;34;No;No;195,89
Mujer;64;No;Si;202,89
Hombre;29;Si;Si;169,04
Mujer;55;Si;Si;250,1
Hombre;45;Si;No;233,19
Mujer;42;Si;No;255,28
Hombre;20;No;Si;114,38
Hombre;28;Si;Si;180,21
Hombre;43;No;Si;209,14
Mujer;37;No;No;239,09
Mujer;27;Si;Si;177,56
Mujer;48;Si;No;261,44
Hombre;44;No;Si;223,4
Mujer;50;No;No;263,84
Mujer;54;Si;No;251,49
Hombre;53;No;No;237,46
Mujer;35;Si;No;230,25
Hombre;25;Si;Si;136,02
Mujer;20;Si;Si;106,43
Hombre;57;No;Si;221,54
Mujer;63;No;No;212,73
Hombre;69;Si;Si;153,08
Mujer;37;No;No;240,48
Hombre;38;Si;Si;206,8
Hombre;20;No;Si;87,97
Mujer;47;No;No;265,99
Mujer;27;Si;Si;177,25
Mujer;35;Si;No;230,2
Hombre;40;Si;No;216,1
Hombre;66;No;Si;162,56
Hombre;61;No;Si;197,86
Mujer;55;No;Si;251,42
Mujer;55;No;Si;247,65
Hombre;45;No;No;229,38
Mujer;24;No;No;149,35
Mujer;65;No;No;200,24
Mujer;68;No;No;177,4
Mujer;50;No;Si;257,54
Mujer;40;Si;Si;251,61
Hombre;47;Si;Si;241,19
Mujer;40;No;Si;250,42
Hombre;20;No;Si;110,01
Mujer;45;Si;No;259,59
Hombre;26;Si;Si;141,21
Hombre;39;Si;No;198,95
Hombre;67;Si;Si;157,5
Mujer;18;Si;Si;86,8
Hombre;37;No;No;199,18
Hombre;58;Si;Si;222,01
Mujer;47;Si;Si;260,4
Mujer;43;No;No;256,82
Hombre;26;No;Si;140,57
Hombre;59;Si;Si;197,09
Mujer;24;Si;Si;150,96
Mujer;66;Si;Si;191,88
Mujer;50;No;Si;257,32
Hombre;49;No;No;234,63
Hombre;18;Si;Si;82,95
Mujer;25;Si;Si;164,77
Mujer;39;Si;Si;248,32
Mujer;22;No;Si;128,11
Mujer;70;No;Si;157,5
Hombre;26;Si;Si;152,14
Mujer;63;Si;No;214,37
Mujer;69;No;No;167,74
Hombre;20;Si;No;104,57
Mujer;25;Si;Si;159,79
Hombre;36;No;Si;211,78
Mujer;31;Si;Si;208,05
Hombre;19;Si;Si;82,09
Hombre;57;No;Si;219,59
Hombre;28;No;Si;175,48
Mujer;62;Si;Si;220,95
Mujer;35;Si;No;233,08
Hombre;57;No;No;225,95
Hombre;41;No;Si;227,04
Hombre;63;No;No;198,59
Mujer;59;Si;No;235,22
Hombre;56;No;Si;213,98
Hombre;48;No;No;212,66
Mujer;18;Si;Si;87,31
Mujer;39;Si;No;249,32
Hombre;40;No;Si;222,13
Mujer;56;No;No;248,79
Mujer;26;No;No;171,13
Mujer;51;Si;Si;256,14
Hombre;34;No;Si;195,89
Hombre;52;Si;Si;224,77
Hombre;52;No;Si;220,28
Hombre;54;No;No;223,51
Hombre;52;No;No;231,97
Hombre;49;No;No;233,72
Hombre;63;Si;Si;176,5
Mujer;66;Si;Si;190,74
Mujer;42;Si;Si;255,81
Hombre;67;No;No;164,47
Mujer;44;Si;Si;260,66
Hombre;52;No;Si;215,99
Hombre;70;No;No;150,64
Hombre;59;No;Si;215,71
Mujer;62;No;No;220,96
Mujer;42;Si;Si;255,42
Hombre;23;No;Si;126,79
Hombre;51;Si;Si;236,08
Mujer;60;No;Si;229,61
Hombre;39;Si;No;204,73
Mujer;32;No;No;213,57
Hombre;68;Si;Si;171,15
Hombre;59;No;No;199,63
Hombre;65;Si;No;184,93
Mujer;55;No;Si;250,39
Mujer;40;Si;Si;247,32
Hombre;28;Si;No;164,33
Mujer;30;No;No;200,82
Hombre;22;Si;Si;129,02
Mujer;37;Si;Si;233,98
Mujer;60;No;Si;226,67
Mujer;53;Si;No;253,2
Hombre;40;No;Si;218,62
Mujer;19;Si;Si;99,44
Mujer;34;No;No;224,38
Mujer;34;Si;No;226,91
Hombre;21;Si;Si;118,96
Mujer;65;No;Si;201,14
Mujer;33;Si;Si;217,92
Hombre;26;Si;Si;138,09
Mujer;46;No;Si;260,28
Mujer;69;Si;Si;171,4
Hombre;63;No;Si;192,14
Mujer;38;No;Si;245,6
Hombre;70;Si;Si;155,55
Mujer;45;No;Si;260,8
Mujer;67;No;No;187,61
Mujer;59;Si;Si;230,93
Mujer;62;Si;Si;220,9
Mujer;68;Si;No;177,01
Hombre;21;No;No;103,95
Mujer;40;No;No;249,28
Mujer;21;Si;No;121,74
Mujer;30;No;Si;201,92
Mujer;19;Si;Si;97,41
Mujer;41;Si;Si;253,23
Mujer;63;Si;No;211,94
Mujer;25;Si;Si;157,64
Hombre;41;No;Si;213,05
Mujer;45;Si;No;259,86
Mujer;58;Si;No;241,19
Hombre;69;Si;Si;173,84
Hombre;28;No;No;151,26
Hombre;69;No;Si;167,26
Mujer;62;Si;Si;217,54
Mujer;24;Si;Si;150,99
Hombre;28;No;No;163,53
Mujer;40;No;No;246,29
Mujer;51;No;No;257,56
Mujer;35;Si;No;232,7
Hombre;38;No;Si;211,99
Hombre;40;Si;Si;220,84
Hombre;48;Si;No;216,54
Hombre;19;No;Si;91,46
Mujer;53;Si;No;253,51
Hombre;28;No;No;168,19
Hombre;58;Si;No;207,37
Hombre;19;No;No;104,83
Hombre;34;Si;Si;199,47
Mujer;22;Si;Si;134,05
Mujer;63;Si;Si;215,56
Mujer;40;No;No;253,09
Mujer;28;Si;Si;183,66
Mujer;44;Si;No;259,51
Hombre;69;No;No;158,3
Mujer;64;Si;No;207,25
Mujer;62;Si;No;218,51
Mujer;68;No;Si;175,34
Hombre;19;No;No;104,17
Mujer;60;Si;Si;230,19
Hombre;49;Si;Si;220,53
Hombre;37;Si;Si;217,39
Mujer;23;No;No;141,05
Hombre;55;Si;Si;227,35
Mujer;48;No;No;259,53
Mujer;29;Si;No;191,82
Mujer;29;No;Si;189,85
Hombre;53;Si;No;218,72
Mujer;47;Si;No;262,9
Mujer;70;No;Si;160,92
Hombre;41;Si;Si;212,67
Mujer;37;No;Si;239,89
Mujer;68;Si;No;177,29
Mujer;64;Si;Si;206,22
Mujer;59;Si;Si;232,32
Mujer;21;Si;Si;119,52
Mujer;28;No;No;186,95
Mujer;49;Si;Si;262,17
Mujer;57;No;No;244,77
Hombre;54;No;No;207,23
Hombre;44;Si;Si;220,21
Mujer;49;Si;No;262,25
Hombre;68;No;No;171,87
Mujer;35;Si;Si;230,22
Mujer;19;Si;No;99,39
Hombre;28;No;No;160,84
Hombre;67;No;No;158,54
Hombre;53;Si;No;222,46
Mujer;22;Si;Si;127,54
Mujer;38;No;Si;245,4
Mujer;25;Si;Si;157,15
Hombre;24;Si;Si;133,29
Hombre;58;No;No;223,2
Hombre;33;No;No;197,47
Hombre;41;No;No;229,06
Hombre;40;No;Si;210,55
Hombre;35;No;Si;189,15
Hombre;23;Si;Si;122,22
Hombre;67;No;Si;180,74
Mujer;69;No;Si;169,39
Mujer;33;Si;Si;218,89
Hombre;62;No;Si;185,38
Hombre;31;Si;Si;164,31
Hombre;24;No;Si;140,44
Hombre;60;Si;Si;207,55
Mujer;21;Si;No;121,68
Mujer;38;No;Si;245,96
Mujer;61;Si;Si;224,41
Hombre;26;No;No;154,8
Mujer;27;No;Si;174,66
Hombre;25;Si;Si;144,79
Mujer;34;Si;Si;222,27
Hombre;47;No;No;214,13
Mujer;36;Si;Si;236,21
Mujer;65;No;Si;198,37
Mujer;39;Si;No;244,98
Mujer;66;Si;Si;191,49
Mujer;22;Si;Si;132,25
Mujer;41;Si;Si;249,63
Hombre;44;Si;Si;237,52
Hombre;44;No;No;222,66
Hombre;57;No;No;221,06
Hombre;43;Si;No;209,33
Mujer;65;Si;No;202,54
Mujer;48;Si;Si;260,21
Hombre;45;Si;No;224,32
Mujer;64;Si;Si;203,69
Hombre;47;No;No;215,76
Mujer;47;Si;Si;261,95
Hombre;63;No;No;209,86
Hombre;28;Si;Si;173,52
Mujer;66;No;No;194,79
Mujer;31;No;Si;207,57
Hombre;50;No;No;233,04
Hombre;23;No;Si;130,99
Hombre;18;Si;Si;89,1
Mujer;45;Si;Si;260,02
Hombre;40;Si;Si;230,11
Hombre;29;Si;Si;165,87
Mujer;39;No;Si;245,62
Hombre;38;Si;No;196,48
Hombre;18;Si;Si;88,5
Mujer;46;Si;Si;260,92
Mujer;47;No;No;260,72
Hombre;40;Si;No;215,83
Hombre;23;No;No;127,63
Mujer;19;Si;Si;98,99
Hombre;23;Si;Si;126,82
Hombre;23;No;No;140,48
Hombre;43;No;No;232,49
Hombre;32;No;No;184,77
Hombre;55;No;No;216,44
Mujer;30;Si;Si;201,07
Mujer;27;No;No;176,54
Hombre;60;Si;Si;202,56
Hombre;44;No;No;212,9
Mujer;30;Si;No;198,79
Mujer;39;No;No;247,94
Mujer;36;Si;No;235,09
Hombre;54;Si;Si;214,04
Mujer;70;Si;Si;157,59
Hombre;41;No;No;218,53
Mujer;63;Si;Si;210,34
Mujer;66;No;No;190,98
Hombre;67;Si;No;177,82
Mujer;60;Si;No;230,26
Hombre;65;Si;No;179,07
Mujer;30;Si;Si;205,63
Hombre;55;No;No;220,43
Hombre;56;No;No;217,16
Mujer;31;Si;No;204,49
Mujer;57;No;Si;243,08
Mujer;31;Si;Si;205,36
Mujer;61;Si;Si;223,87
Hombre;60;Si;Si;205,31
Hombre;70;Si;Si;154,83
Mujer;66;No;Si;194,42
Hombre;27;Si;Si;146,59
Hombre;49;No;Si;223,44
Hombre;65;Si;Si;185,89
Mujer;24;No;No;149,41
Hombre;46;No;No;227,28
Mujer;56;Si;Si;245,7
Mujer;25;No;Si;161,43
Mujer;47;Si;Si;259,54
Hombre;22;Si;Si;114,88
Hombre;47;No;No;220,68
Mujer;46;Si;Si;261,39
Mujer;38;Si;Si;243,56
Hombre;43;No;Si;218,65
Mujer;69;Si;No;168,69
Mujer;54;Si;No;250,29
Hombre;44;Si;Si;223,87
Mujer;54;Si;Si;253,89
Mujer;55;Si;Si;250,57
Mujer;64;Si;No;207,32
Hombre;55;Si;No;219,89
Mujer;42;No;Si;254,98
Mujer;52;No;Si;256,1
Hombre;60;Si;No;202,29
Hombre;26;Si;No;150,59
Hombre;21;Si;Si;120,02
Hombre;46;No;Si;223,02
Mujer;32;Si;Si;212,27
Mujer;52;No;Si;257,69
Mujer;40;Si;No;251,54
Hombre;49;Si;Si;227,46
Hombre;54;No;Si;219,07
Mujer;48;Si;Si;262,46
Mujer;27;Si;No;174,14
Mujer;26;Si;Si;172,19
Mujer;32;Si;No;216,33
Hombre;39;Si;Si;209,28
Hombre;30;No;No;185,19
Mujer;54;No;No;254,15
Hombre;37;Si;No;201,9
Mujer;22;No;No;133
Mujer;30;Si;Si;201,56
Mujer;68;Si;Si;174,25
Hombre;27;Si;No;152,45
Hombre;35;No;Si;192,42
Mujer;57;Si;Si;245,94
Mujer;68;Si;Si;176,24
Hombre;50;Si;Si;214,15
Mujer;33;Si;No;220,17
Mujer;69;Si;Si;171,49
Mujer;22;No;Si;129,33
Hombre;24;Si;Si;137,78
Mujer;45;Si;Si;262,62
Hombre;48;No;Si;209,58
Hombre;41;Si;No;218,33
Mujer;47;Si;Si;262,27
Mujer;57;Si;Si;243,34
Mujer;64;Si;No;206,84
Hombre;59;Si;Si;214
Mujer;32;Si;Si;214,57
Hombre;54;No;No;229,57
Mujer;51;Si;Si;258,42
Mujer;19;No;No;98,46
Mujer;63;No;No;213,58
Hombre;57;No;No;217,16
Hombre;41;No;No;224,07
Mujer;43;Si;No;255
Mujer;37;No;Si;236,71
Mujer;61;No;No;224,74
Mujer;25;Si;No;159,2
Mujer;43;Si;No;257,64
Hombre;32;Si;Si;189,65
Hombre;65;No;Si;174,57
Mujer;22;No;No;130,63
Mujer;68;Si;Si;175,4
Hombre;57;No;Si;228,03
Mujer;60;Si;No;231,18
Hombre;54;Si;Si;224,49
Hombre;57;Si;No;205,23
Mujer;51;No;No;258,97
Mujer;58;Si;Si;237,15
Hombre;70;No;Si;152,06
Hombre;56;Si;Si;218,11
Hombre;49;Si;Si;222,91
Hombre;52;Si;Si;224,44
Mujer;65;No;No;198,82
Hombre;25;Si;Si;140,16
Hombre;65;Si;Si;202,56
Hombre;29;No;Si;181,65
Mujer;30;No;Si;199,63
Hombre;22;No;Si;128,83
Mujer;46;No;Si;258,3
Hombre;43;Si;No;217,94
Hombre;37;No;No;208,99
Mujer;46;No;No;260,59
Hombre;53;No;No;226,39
Hombre;67;No;No;165,67
Hombre;68;No;No;166,39
Hombre;57;Si;No;221,79
Mujer;59;No;Si;236,38
Mujer;57;Si;No;243,96
Mujer;33;No;No;218,66
Mujer;65;Si;Si;200,07
Mujer;60;No;No;228,94
Mujer;22;No;Si;129,46
Hombre;27;No;Si;165,63
Mujer;34;No;Si;228,05
Mujer;61;No;No;226,71
Hombre;36;No;No;202,23
Hombre;34;No;No;198,47
Mujer;44;Si;Si;255,05
Mujer;47;Si;Si;258,66
Mujer;68;Si;No;177,1
Hombre;47;No;Si;223,96
Mujer;32;Si;Si;213,25
Hombre;66;Si;Si;184,57
Hombre;35;No;No;205,03
Mujer;30;Si;Si;195,08
Hombre;23;No;Si;122,37
Hombre;30;No;Si;178,13
Mujer;54;Si;Si;253,91
Mujer;35;No;No;229,78
Hombre;22;No;No;117,17
Hombre;42;Si;Si;242,37
Hombre;60;No;No;198,48
Hombre;41;Si;No;217,14
Mujer;20;Si;No;107,91
Hombre;34;No;No;187
Mujer;37;No;Si;238,51
Hombre;49;No;No;215,31
Mujer;33;No;No;218
Hombre;49;Si;Si;227,53
Hombre;24;Si;No;145,12
Hombre;33;Si;Si;199,27
Hombre;53;No;No;214,22
Mujer;53;No;Si;254,45
Hombre;22;No;No;122,36
Hombre;54;No;No;222,21
Mujer;26;Si;Si;169,44
Mujer;22;Si;No;133,79
Hombre;23;No;Si;122,86
Mujer;54;Si;Si;255,19
Mujer;32;No;No;214,32
Mujer;67;No;Si;184,84
Hombre;64;Si;Si;186,63
Mujer;49;Si;Si;259,81
Hombre;64;No;Si;189,65
Hombre;66;No;No;184,61
Mujer;18;Si;Si;85,42
Mujer;36;Si;Si;234,92
Mujer;43;Si;Si;257,06
Mujer;64;Si;No;206,07
Mujer;67;No;No;183,14
Hombre;40;Si;Si;219,22
Mujer;62;Si;Si;220,58
Mujer;32;No;Si;212,71
Hombre;47;No;Si;226,45
Hombre;68;No;No;151,67
Hombre;24;No;Si;140,37
Mujer;43;Si;Si;259,04
Mujer;59;No;No;237,3
Mujer;23;No;No;143,47
Mujer;53;Si;No;254,92
Mujer;48;No;No;259,89
Hombre;54;Si;Si;224,4
Hombre;33;No;Si;185,82
Mujer;48;No;No;257,7
Hombre;53;No;No;231,18
Mujer;35;Si;Si;231
Mujer;38;No;No;244,78
Mujer;25;Si;Si;160,78
Hombre;40;No;Si;211,01
Hombre;40;No;No;221,72
Hombre;44;No;Si;213,62
Mujer;28;No;No;183,75
Mujer;65;Si;No;199,42
Mujer;29;No;Si;195,8
Hombre;40;Si;No;218,73
Hombre;35;No;No;199,33
Mujer;63;No;No;213,56
Mujer;57;No;No;244,55
Hombre;33;No;Si;188,23
Hombre;21;Si;Si;91,45
Mujer;55;Si;Si;252,81
Hombre;22;No;Si;114,68
Mujer;69;Si;Si;170,57
Mujer;26;Si;Si;171,77
Mujer;42;Si;Si;257,48
Hombre;41;No;Si;210,39
Mujer;37;Si;Si;237,59
Mujer;69;Si;No;166,45
Hombre;20;No;No;115,36
Hombre;69;Si;No;171,21
Mujer;37;No;Si;237,36
Mujer;59;Si;Si;235,09
Mujer;30;Si;No;199,02
Hombre;59;Si;No;215,22
Mujer;20;Si;Si;109,62
Mujer;47;Si;Si;259,97
Hombre;27;Si;No;163,69
Hombre;48;Si;Si;237,32
Mujer;24;No;No;147,35
Hombre;35;No;Si;201,07
Hombre;57;Si;Si;213,56
Mujer;28;Si;Si;186,26
Mujer;31;No;Si;215,1
Mujer;36;Si;Si;234,93
Mujer;48;Si;Si;262,05
Mujer;64;Si;No;207,86
Hombre;35;No;Si;201,23
Mujer;42;Si;No;256,46
Mujer;18;Si;Si;87,17
Hombre;42;No;Si;234,54
Hombre;40;Si;Si;216,07
Hombre;42;No;No;203,94
Hombre;66;No;Si;173,47
Mujer;42;Si;Si;256,04
Mujer;41;Si;Si;256,24
Mujer;35;Si;Si;226,36
Hombre;67;No;No;174,96
Mujer;60;No;No;230,72
Mujer;66;Si;Si;191,45
Hombre;21;No;No;121,47
Mujer;60;No;Si;232,91
Mujer;55;Si;Si;251,3
Hombre;68;No;Si;164,75
Mujer;35;Si;Si;227,6
Mujer;49;Si;Si;258,52
Hombre;24;No;Si;138,6
Hombre;19;Si;No;89,49
Mujer;68;No;No;177,7
Hombre;24;Si;Si;128,29
Hombre;60;Si;Si;206,67
Mujer;49;No;No;262,19
Hombre;49;No;Si;231,57
Mujer;44;Si;No;258,82
Mujer;27;Si;No;178,27
Mujer;37;Si;Si;238,65
Mujer;60;No;Si;232,34
Mujer;36;Si;No;236,42
Hombre;28;Si;Si;154,55
Hombre;31;Si;Si;172,49
Hombre;23;Si;Si;147,27
Hombre;52;Si;No;235,51
Mujer;61;Si;No;223,21
Mujer;20;Si;Si;109,3
Hombre;67;No;No;173,14
Hombre;43;Si;No;217,77
Hombre;33;Si;No;198,72
Mujer;30;No;Si;201,27
Hombre;19;Si;No;94,42
Mujer;56;No;Si;245,17
Hombre;34;No;Si;190,47
Hombre;57;Si;No;213,32
Mujer;45;No;Si;260,25
Hombre;25;Si;Si;145,82
Mujer;30;Si;No;199,43
Hombre;57;No;Si;211,89
Hombre;25;Si;Si;147,25
Mujer;70;No;No;156,85
Hombre;39;Si;Si;212,97
Mujer;66;No;No;192,8
Mujer;36;Si;Si;234,38
Mujer;53;No;No;253,05
Mujer;34;Si;No;224,94
Hombre;36;Si;Si;208,39
Hombre;24;No;Si;132,8
Hombre;49;No;Si;221,24
Mujer;45;Si;Si;256,18
Hombre;33;No;Si;180,13
Mujer;40;Si;Si;250,95
Mujer;52;Si;No;260,71
Mujer;60;Si;No;231,95
Mujer;20;No;Si;110,19
Mujer;59;No;Si;238,98
Hombre;38;Si;Si;202,56
Hombre;65;No;Si;190,01
Mujer;45;No;No;259,78
Hombre;57;No;Si;204,94
Mujer;47;Si;Si;262,49
Hombre;22;Si;No;128,92
Hombre;25;Si;Si;154,23
Hombre;26;Si;No;148,52
Mujer;20;Si;Si;108,66
Mujer;40;Si;No;251,42
Hombre;47;No;No;225,95
Mujer;42;Si;Si;253,65
Mujer;67;No;Si;186,57
Mujer;63;Si;Si;209,8
Mujer;68;Si;No;177,97
Hombre;43;No;No;208,49
Hombre;18;No;Si;101,23
Mujer;63;No;No;217,67
Mujer;34;Si;Si;224,32
Hombre;59;No;No;208,9
Hombre;57;No;No;210,35
Hombre;64;Si;Si;185,87
Mujer;22;Si;Si;133,11
Hombre;69;No;Si;170,31
Mujer;56;Si;Si;248,7
Hombre;30;No;Si;171,77
Mujer;25;Si;Si;161,39
Hombre;60;No;No;192,79
Hombre;42;Si;No;222,94
Mujer;30;No;No;201,91
Hombre;52;Si;No;212,25
Hombre;65;No;No;208,81
Mujer;36;No;No;231,86
Mujer;31;Si;Si;208,11
Hombre;34;Si;Si;187,22
Hombre;20;Si;Si;111,69
Mujer;44;Si;No;260,95
Hombre;26;Si;Si;155,07
Hombre;50;Si;Si;223,57
Hombre;33;No;No;206,77
Hombre;57;Si;Si;221,76
Hombre;31;Si;Si;176,15
Mujer;43;Si;No;258,42
Hombre;57;No;Si;215,46
Hombre;28;Si;Si;170,93
Mujer;19;No;No;100,42
Mujer;32;No;No;209,23
Hombre;57;Si;Si;214,51
Hombre;45;No;Si;220,2
Hombre;36;Si;Si;216,53
Mujer;59;Si;Si;238,49
Mujer;63;Si;No;213,45
Mujer;22;No;No;131,47
Mujer;58;Si;Si;238,21
Mujer;18;Si;No;85,58
Hombre;65;Si;Si;182,36
Hombre;54;No;Si;208,17
Mujer;20;Si;Si;110,55
Hombre;55;No;No;212,29
Mujer;39;Si;No;246,62
Hombre;38;No;Si;218,42
Hombre;48;No;No;232,34
Hombre;48;Si;No;208,71
Mujer;56;No;Si;248,88
Mujer;68;No;No;176,38
Mujer;39;Si;Si;244,08
Mujer;38;Si;Si;242,26
Mujer;44;No;No;260,38
Mujer;32;No;No;213,58
Hombre;63;Si;Si;183,95
Mujer;35;Si;No;227,73
Hombre;42;Si;Si;215,58
Hombre;33;No;Si;194,58
Hombre;26;No;No;160,23
Mujer;51;Si;Si;260,74
Mujer;53;No;No;254,33
Hombre;51;Si;No;206,65
Mujer;26;Si;Si;163,51
Mujer;62;Si;Si;219,53
Mujer;43;Si;Si;258,99
Mujer;45;Si;Si;257,77
Hombre;30;No;Si;178,69
